hour,stationName,line,direction,alightCount_mean,alightCount_sd,alightCount_count,boardCount_mean,boardCount_sd,boardCount_count,waitTime_mean,waitTime_sd,waitTime_count,trainCount_mean,trainCount_sd,trainCount_count
6,Admiralty NS10,nsl,BW,31.266666666666666,15.48486203945493,15,102.2,13.8986124692873,15,1.9071754729288966,1.1275916101557306,1533,221.26666666666668,81.88883289179883,15
6,Admiralty NS10,nsl,FW,25.33333333333334,12.5906238734945,15,130.66666666666666,15.11700398636616,15,1.949591836734694,1.1258527874297952,1960,183.20000000000005,61.70228057836624,15
6,Aljunied EW9,ewl,BW,12.875,8.546929273136639,16,23.500000000000004,4.457203906785811,16,1.7840425531914903,1.149729539580679,376,64.9375,40.28476759272666,16
6,Aljunied EW9,ewl,FW,19.200000000000003,9.951310035797874,15,46.66666666666667,7.441837970619372,15,1.892,1.1569997211722063,700,136.39999999999998,58.8433756436768,15
6,Ang Mo Kio NS16,nsl,BW,28.599999999999994,15.235297362187769,15,40.666666666666664,5.537749241945382,15,1.8970491803278666,1.1369988212027304,610,119.2,59.85721104667102,15
6,Ang Mo Kio NS16,nsl,FW,54.06666666666667,25.406598318059782,15,98.53333333333332,8.830682441405765,15,1.8630581867388376,1.141559047783986,1478,408.59999999999997,178.1102387367361,15
6,Bartley CC12,ccl,BW,32.13333333333333,14.608542836625553,15,4.733333333333333,2.4630604269214884,15,1.7943661971830982,1.1495200643179824,71,197.86666666666665,99.01361137790721,15
6,Bartley CC12,ccl,FW,9.466666666666667,5.221749387577566,15,8.6,2.9471535904520296,15,1.8999999999999992,1.1277050811271532,129,115.93333333333332,49.63648811490345,15
6,Bayfront CE1/DT16,dtl,BW,3.4,3.04255531702266,15,9.533333333333335,3.440653315592151,15,1.9335664335664338,1.1911022268981362,143,7.866666666666666,4.8824271871780365,15
6,Bayfront CE1/DT16,dtl,FW,26.066666666666666,13.408241957130413,15,2.733333333333334,1.8309508328682538,15,1.9560975609756095,1.284921939358148,41,30.599999999999998,15.291454196006715,15
6,Beauty World DT5,dtl,BW,6.6,5.816233439999758,15,2.8666666666666667,1.407463101097994,15,2.0023255813953487,1.2283338254362959,43,34.4,26.114582680399632,15
6,Beauty World DT5,dtl,FW,4.866666666666666,2.6690465570704305,15,28.466666666666665,5.974549195984419,15,1.9725995316159255,1.1137946542055546,427,135.33333333333331,47.038990918882035,15
6,Bedok EW5,ewl,BW,22.125,13.749545447032057,16,22.933333333333334,6.430581696268307,15,1.8284883720930223,1.1020796851940693,344,97.375,54.7075558462144,16
6,Bedok EW5,ewl,FW,12.062500000000002,6.071449579795586,16,74.9375,13.877890089395182,16,1.8164303586321924,1.104500703766254,1199,85.12499999999999,31.6035335577105,16
6,Bedok North DT29,dtl,BW,2,1.414213562373095,15,18.8125,6.079679267856161,16,1.947840531561462,1.1678628577384633,301,225.1333333333333,91.41183626600991,15
6,Bedok North DT29,dtl,FW,3.214285714285714,3.2623392133340676,14,14.733333333333334,5.28429839466031,15,1.7624434389140275,1.1177865313828244,221,72.92857142857143,37.57549177878558,14
6,Bedok Reservoir DT30,dtl,BW,3.400000000000001,3.4392690253266647,15,23.333333333333332,6.172133998483675,15,1.943142857142857,1.1045860935147076,350,205.20000000000002,88.23361847148415,15
6,Bedok Reservoir DT30,dtl,FW,10.666666666666668,4.685336802448781,15,8.2,3.4887574537976374,15,2.1040650406504064,1.1395568864143582,123,79.8,40.701351328917816,15
6,Bencoolen DT21,dtl,BW,4.6000000000000005,2.772312083030027,15,0.4,0.7367883976130074,15,2.4833333333333334,1.4344569239495022,6,113.86666666666666,75.54645370013516,15
6,Bencoolen DT21,dtl,FW,0.4,0.9102589898327995,15,2.5333333333333337,1.125462867742275,15,1.7894736842105263,1.038655438974054,38,48.46666666666667,25.466691598093007,15
6,Bendemeer DT23,dtl,BW,5.999999999999999,4.035556254807296,15,0.20000000000000004,0.41403933560541245,15,1.4333333333333333,0.7571877794400365,3,135.00000000000003,75.85606671284016,15
6,Bendemeer DT23,dtl,FW,1.142857142857143,1.5118578920369092,14,4.066666666666666,2.313521331732421,15,1.89344262295082,1.1740057995965518,61,58.142857142857146,27.179905311594684,14
6,Bishan NS17/CC15,ccl,BW,26.46666666666667,18.650418098211507,15,125.46666666666667,62.4086379857636,15,2.9345377258235885,0.8627611202236847,1882,73,43.14096495377517,15
6,Bishan NS17/CC15,ccl,FW,88.13333333333334,44.424682114252455,15,85.4,25.42439773131313,15,2.010538641686182,0.6879701394417254,1281,205.93333333333334,93.27567947194156,15
6,Bishan NS17/CC15,nsl,BW,22.4,8.886587003536764,15,69.46666666666667,30.232117894400858,15,1.4792706333973122,1.1614576641245566,1042,83.6,29.291149321449097,15
6,Bishan NS17/CC15,nsl,FW,192.5333333333333,91.55784016258842,15,44.46666666666667,14.86062230319092,15,2.3805097451274335,1.042437823875664,667,416.5333333333333,193.8072926044494,15
6,Boon Keng NE9,nel,BW,22.53333333333333,11.28125288550286,15,37.06666666666667,4.7878815277541555,15,1.9429856115107906,1.1494476886669482,556,184.06666666666666,78.83750618171774,15
6,Boon Keng NE9,nel,FW,7.133333333333333,3.979710446514323,15,23.46666666666667,6.791451208969223,15,1.8707386363636362,1.1055526881651763,352,38.06666666666666,16.223733349926697,15
6,Boon Lay EW27,ewl,BW,10.933333333333334,4.2336520314982815,15,121.46666666666665,10.147953112867256,15,1.8600439077936333,1.0876146626006324,1822,140.86666666666667,41.098951440685326,15
6,Boon Lay EW27,ewl,FW,81.0625,53.65130473716367,16,30.375000000000004,8.75499857224432,16,1.8024691358024683,1.0861043949719553,486,263.5,153.22271372091018,16
6,Botanic Gardens CC19/DT9,dtl,BW,102,61.847739305029236,15,43.06666666666666,31.963073932869708,15,2.3781733746130067,0.4262005288885457,646,136.93333333333334,77.254187742863,15
6,Botanic Gardens CC19/DT9,dtl,FW,43.93333333333333,22.967264488729125,15,98.93333333333334,87.34207517135194,15,3.230795148247974,1.1690036624675346,1484,129.46666666666667,63.939554789399864,15
6,Botanic Gardens CC19/DT9,ccl,BW,112.93333333333334,74.27503586253562,15,25.533333333333335,11.636559792718973,15,1.512532637075719,0.3217257268291736,383,169.20000000000002,102.90231151089716,15
6,Botanic Gardens CC19/DT9,ccl,FW,43.199999999999996,27.378823933836166,15,114.875,73.40379190931942,16,2.5457562568008734,0.7167343753690252,1838,183.8,97.21860492136855,15
6,Braddell NS18,nsl,BW,5.6000000000000005,2.6403462976338115,15,21.33333333333334,6.007931265855009,15,1.9412500000000001,1.129062501220124,320,67.86666666666667,27.588472402868017,15
6,Braddell NS18,nsl,FW,20,9.827076298239907,15,22.75,7.075780286771676,16,1.7777472527472524,1.163647908024235,364,268.4666666666667,116.83068742333724,15
